"","ST_CASE","VEH_NO","HIT_RUNNAME","NUMOCCSNAME","L_STATENAME","SPEEDRELNAME","VSPD_LIM"
"16672",130951,1,"No","01","Georgia","No",70
"16673",130952,1,"No","01","Georgia","No",55
"16674",130952,2,"No","02","Georgia","No",55
"16675",130953,1,"No","01","Georgia","No",45
"16676",130954,1,"No","01","Georgia","Yes, Too Fast for Conditions",35
"16677",130954,2,"No","01","Georgia","No",35
"16678",130954,3,"No","01","Georgia","No",35
"16679",130954,4,"No","01","Georgia","No",35
"16680",130955,1,"No","01","Georgia","No",55
"16681",130955,2,"No","02","Georgia","No",55
"16682",130955,3,"No","01","Georgia","No",55
"16683",130956,1,"No","02","Georgia","No",45
"16684",130957,1,"Yes","01","Georgia","No",45
"16685",130957,2,"No","01","Georgia","No",45
"16686",130958,1,"No","01","Georgia","No",25
"16687",130959,1,"No","01","Georgia","No",55
"16688",130960,1,"No","01","Georgia","No",35
"16689",130961,1,"No","02","Georgia","Yes, Specifics Unknown",30
"16690",130961,3,"No","01","Georgia","No",30
"16691",130962,1,"No","02","Georgia","No",55
"16692",130963,1,"No","01","Georgia","Yes, Exceeded Speed Limit",35
"16693",130963,2,"No","02","Georgia","No",35
"16694",130964,1,"No","02","Georgia","No",55
"16695",130964,2,"No","01","Georgia","Yes, Exceeded Speed Limit",55
"16696",130965,1,"No","01","Georgia","No",45
"16697",130965,2,"No","01","Georgia","No",45
"16698",130966,1,"No","02","Georgia","No",70
"16699",130966,2,"No","01","Georgia","No",70
"16700",130967,1,"No","02","Georgia","Yes, Too Fast for Conditions",45
"16701",130968,1,"No","03","Georgia","Yes, Exceeded Speed Limit",25
"16702",130969,1,"No","06","Georgia","No",45
"16703",130970,1,"No","01","Georgia","No",45
"16704",130971,1,"Yes","01","Georgia","No",65
"16705",130971,2,"No","01","Unknown","No",65
"16706",130972,1,"No","02","Georgia","No",45
"16707",130973,1,"No","02","Florida","No",50
"16708",130973,2,"No","01","Georgia","No",50
"16709",130974,1,"No","01","Georgia","Yes, Exceeded Speed Limit",55
"16710",130974,2,"No","01","Georgia","No",55
"16711",130975,1,"No","01","Georgia","No",55
"16712",130975,2,"No","None","No Driver Present/Unknown if Driver Present","No Driver Present/Unknown if Driver Present",55
"16713",130976,1,"No","01","Georgia","No",55
"16714",130976,2,"No","01","Georgia","No",55
"16715",130977,1,"No","02","Georgia","No",55
"16716",130978,1,"No","01","Georgia","No",65
"16717",130979,1,"No","01","Georgia","No",55
"16718",130979,2,"No","02","Georgia","No",55
"16719",130980,1,"No","02","New York","Yes, Exceeded Speed Limit",70
"16720",130980,2,"No","02","Ohio","No",70
"16721",130981,1,"No","02","Georgia","No",55
"16722",130982,1,"No","01","Unknown","Yes, Too Fast for Conditions",55
"16723",130983,1,"No","01","South Carolina","No",55
"16724",130983,2,"No","01","Unknown","No",55
"16725",130984,1,"No","01","Georgia","No",70
"16726",130984,2,"No","02","Georgia","No",70
"16727",130985,1,"No","01","Georgia","No",45
"16728",130986,1,"No","01","Florida","No",45
"16729",130986,2,"No","01","Georgia","No",45
"16730",130987,1,"No","01","Georgia","No",55
"16731",130988,1,"No","01","Georgia","No",45
"16732",130988,2,"No","01","Georgia","No",45
"16733",130989,1,"No","01","Georgia","Yes, Exceeded Speed Limit",40
"16734",130989,2,"No","03","Georgia","No",50
"16735",130990,1,"No","02","Georgia","No",45
"16736",130991,1,"No","03","Georgia","Yes, Too Fast for Conditions",35
"16737",130992,1,"No","01","Georgia","No",35
"16738",130993,1,"No","01","Georgia","No",55
"16739",130993,2,"No","01","Georgia","No",55
"16740",130993,3,"No","01","Georgia","No",55
"16741",130994,1,"No","01","Georgia","Yes, Specifics Unknown",40
"16742",130994,2,"No","02","Georgia","No",40
"16743",130995,1,"No","01","Georgia","No",35
"16744",130996,1,"No","01","Georgia","No",65
"16745",130996,2,"No","02","Georgia","No",65
"16746",130997,1,"No","01","Georgia","No",55
"16747",130998,1,"No","03","Florida","No",55
"16748",130999,1,"Yes","01","Georgia","No",45
"16749",131000,1,"No","01","Georgia","Yes, Too Fast for Conditions",55
"16750",131001,1,"No","01","Georgia","No",45
"16751",131002,1,"No","02","Georgia","Yes, Exceeded Speed Limit",40
"16752",131003,1,"No","04","Georgia","No",45
"16753",131003,2,"No","03","Georgia","No",45
"16754",131003,3,"No","01","Georgia","No",45
"16755",131003,4,"No","01","Georgia","No",45
"16756",131004,1,"No","01","Florida","No",45
"16757",131005,1,"Yes","02","Indiana","Yes, Too Fast for Conditions",70
"16758",131005,2,"No","04","Michigan","No",70
"16759",131005,3,"No","04","Florida","No",70
"16760",131005,4,"No","05","Florida","No",70
"16761",131006,1,"No","01","Georgia","Yes, Exceeded Speed Limit",55
"16762",131006,2,"No","01","Alabama","No",55
"16763",131008,1,"No","01","North Carolina","No",40
"16764",131009,1,"No","01","Georgia","No",45
"16765",131010,1,"No","01","Georgia","No",55
"16766",131010,2,"No","02","Florida","No",55
"16767",131011,1,"No","03","Georgia","No",45
"16768",131012,1,"No","02","Maryland","No",70
"16769",131013,1,"No","01","Florida","No",70
"16770",131014,1,"No","01","Georgia","No",35
"16771",131014,2,"No","01","Georgia","No",35
"16772",131015,1,"No","01","Georgia","No",35
"16773",131016,1,"No","01","Alabama","No",65
"16774",131016,2,"No","02","Georgia","No",65
"16775",131016,3,"No","04","Washington","No",65
"16776",131016,4,"No","02","Georgia","No",65
"16777",131017,1,"No","01","Georgia","No",45
"16778",131017,2,"No","07","Georgia","No",55
"16779",131018,1,"No","01","North Carolina","No",55
"16780",131018,2,"No","01","Georgia","No",55
"16781",131019,1,"No","01","Unknown","No",55
"16782",131019,2,"No","01","Alabama","No",55
"16783",131019,3,"No","02","Connecticut","No",55
"16784",131019,4,"No","02","North Carolina","No",55
"16785",131020,1,"No","01","Georgia","No",65
"16786",131021,1,"No","01","Georgia","No",65
"16787",131021,2,"No","01","Georgia","No",65
"16788",131021,3,"No","02","Georgia","No",65
"16789",131022,1,"No","01","Georgia","No",65
"16790",131022,2,"No","02","Georgia","No",65
"16791",131023,1,"No","01","Tennessee","No",55
"16792",131023,2,"No","02","Georgia","No",55
"16793",131024,1,"Yes","Unknown","Michigan","No",45
"16794",131025,1,"No","06","Georgia","No",70
"16795",131026,1,"No","01","Georgia","Yes, Too Fast for Conditions",55
"16796",131027,1,"No","01","Georgia","No",55
"16797",131028,1,"No","01","Georgia","No",70
"16798",131028,2,"No","01","Georgia","No",70
"16799",131029,1,"No","01","Georgia","No",65
"16800",131030,1,"No","01","Georgia","No",45
"16801",131031,1,"No","02","Alabama","Yes, Too Fast for Conditions",35
"16802",131031,2,"No","01","Georgia","No",55
"16803",131032,1,"No","01","South Dakota","No",70
"16804",131032,2,"No","01","Georgia","No",70
"16805",131033,1,"No","01","Georgia","No",45
"16806",131033,2,"No","01","Georgia","No",45
"16807",131034,1,"No","01","Georgia","No",70
"16808",131035,1,"No","01","Georgia","No",45
"16809",131036,1,"No","01","Georgia","No",45
"16810",131036,2,"No","01","Georgia","No",45
"16811",131037,1,"No","01","Georgia","No",55
"16812",131038,1,"No","01","Georgia","No",55
"16813",131038,2,"No","01","Florida","No",55
"16814",131039,1,"No","03","Georgia","No",35
"16815",131039,2,"No","01","Georgia","No",55
"16816",131040,1,"No","01","Georgia","No",45
"16817",131041,1,"No","02","Florida","No",70
"16818",131042,1,"No","01","Georgia","No",45
"16819",131043,1,"No","01","Georgia","No",45
"16820",131044,1,"No","01","Georgia","Yes, Too Fast for Conditions",55
"16821",131045,1,"No","01","Georgia","No",55
"16822",131046,1,"No","01","Georgia","No",65
"16823",131046,2,"No","01","Georgia","No",65
"16824",131047,1,"No","01","Georgia","Yes, Exceeded Speed Limit",45
"16825",131047,2,"No","01","Georgia","No",45
"16826",131048,1,"No","02","Georgia","No",55
"16827",131048,2,"No","01","Georgia","No",55
"16828",131048,3,"No","01","Georgia","No",55
"16829",131049,1,"No","01","Florida","No",55
"16830",131049,2,"No","01","Georgia","No",55
"16831",131050,1,"No","01","Georgia","No",65
"16832",131051,1,"No","01","Georgia","No",55
"16833",131052,1,"No","01","Georgia","No",35
"16834",131053,1,"No","01","Georgia","No",70
"16835",131053,2,"No","01","Georgia","No",70
"16836",131053,3,"No","01","Georgia","No",70
"16837",131053,4,"No","01","Georgia","No",70
"16838",131054,1,"No","01","Georgia","No",55
"16839",131055,1,"No","01","Georgia","No",45
"16840",131056,1,"No","02","Georgia","No",55
"16841",131057,1,"No","03","Georgia","No",45
"16842",131058,1,"No","01","Georgia","No",55
"16843",131058,2,"No","02","Georgia","No",55
"16844",131059,1,"No","01","Georgia","No",65
"16845",131059,2,"No","01","Georgia","No",65
"16846",131059,3,"No","01","Illinois","No",65
"16847",131059,4,"No","01","Georgia","No",65
"16848",131060,1,"No","02","Georgia","No",45
"16849",131061,1,"No","02","Georgia","No",55
"16850",131062,1,"No","01","Georgia","No",65
"16851",131062,2,"No","01","North Carolina","No",65
"16852",131063,1,"No","01","Georgia","No",35
"16853",131063,2,"No","01","Georgia","No",40
"16854",131064,1,"No","01","Georgia","No",45
"16855",131065,1,"No","01","Georgia","No",55
"16856",131066,1,"Yes","Unknown","Georgia","No",45
"16857",131067,1,"No","01","Georgia","No",0
"16858",131067,2,"No","02","Georgia","No",55
"16859",131068,1,"No","01","Georgia","No",45
"16860",131069,1,"No","01","Georgia","Yes, Exceeded Speed Limit",45
"16861",131069,2,"No","01","Georgia","No",45
"16862",131070,1,"No","02","Georgia","No",45
"16863",131070,2,"No","03","Georgia","No",45
"16864",131071,1,"No","01","South Carolina","No",55
"16865",131071,2,"No","01","South Carolina","No",55
"16866",131072,1,"Yes","Unknown","Georgia","No",45
"16867",131073,1,"No","01","Georgia","No",45
"16868",131074,1,"No","01","Georgia","No",45
"16869",131075,1,"No","04","Georgia","No",55
"16870",131075,2,"No","01","South Carolina","No",65
"16871",131076,1,"No","01","Florida","No",65
"16872",131077,1,"No","02","Georgia","No",55
"16873",131078,1,"No","01","Georgia","Yes, Too Fast for Conditions",70
"16874",131079,1,"No","01","Georgia","No",45
"16875",131079,2,"No","01","Georgia","No",45
"16876",131080,1,"No","01","Georgia","No",70
"16877",131080,2,"No","01","Georgia","No",70
"16878",131081,1,"No","01","Georgia","No",45
"16879",131082,1,"No","02","Georgia","No",45
"16880",131083,1,"Yes","01","Unknown","No",65
"16881",131083,2,"No","01","Georgia","No",65
"16882",131083,3,"No","01","Georgia","No",65
"16883",131084,1,"No","02","Georgia","No",45
"16884",131085,1,"No","01","Georgia","No",55
"16885",131086,1,"No","01","Florida","Yes, Too Fast for Conditions",70
"16886",131087,1,"No","01","Georgia","No",55
"16887",131088,1,"No","03","Georgia","No",45
"16888",131090,1,"No","01","Georgia","No",35
"16889",131091,1,"No","01","Georgia","No",45
"16890",131091,2,"No","01","Georgia","No",45
"16891",131092,1,"No","01","Georgia","No",55
"16892",131092,2,"No","01","Georgia","No",55
"16893",131093,1,"No","01","Georgia","No",45
"16894",131093,2,"No","01","Alabama","No",65
"16895",131094,1,"No","01","Georgia","No",45
"16896",131095,1,"No","01","Georgia","No",55
"16897",131095,2,"No","02","Tennessee","No",55
"16898",131096,1,"No","01","Georgia","Yes, Too Fast for Conditions",35
"16899",131097,1,"No","01","Georgia","No",65
"16900",131097,2,"No","02","Georgia","No",65
"16901",131098,1,"No","01","Georgia","No",55
"16902",131099,1,"No","01","Georgia","No",40
"16903",131099,2,"No","01","Georgia","No",40
"16904",131100,1,"No","01","Georgia","Yes, Exceeded Speed Limit",65
"16905",131101,1,"No","01","Georgia","No",65
"16906",131102,1,"No","01","Georgia","No",40
"16907",131103,1,"No","01","Georgia","Yes, Too Fast for Conditions",35
"16908",131104,1,"No","01","Georgia","No",55
"16909",131105,1,"No","01","Georgia","No",35
"16910",131105,2,"No","01","Georgia","No",35
"16911",131106,1,"No","03","North Carolina","No",45
"16912",131106,2,"No","01","Georgia","No",45
"16913",131107,1,"No","01","Georgia","No",35
"16914",131108,1,"No","01","Georgia","Yes, Too Fast for Conditions",55
"16915",131109,1,"Yes","01","Unknown","Unknown",35
"16916",131110,1,"No","01","Georgia","No",55
"16917",131111,1,"No","05","Georgia","No",70
"16918",131111,2,"No","02","Florida","No",70
"16919",131111,3,"No","01","Georgia","No",70
"16920",131112,1,"No","01","Minnesota","Yes, Too Fast for Conditions",70
"16921",131112,2,"No","02","Tennessee","No",70
"16922",131113,1,"No","01","Georgia","No",55
"16923",131114,1,"No","01","Georgia","Yes, Too Fast for Conditions",55
"16924",131114,2,"No","04","Other Foreign Country","No",55
"16925",131115,1,"No","01","Georgia","No",45
"16926",131116,1,"No","01","Georgia","No",55
"16927",131117,1,"No","01","Utah","Yes, Too Fast for Conditions",45
"16928",131118,1,"No","01","Georgia","Yes, Too Fast for Conditions",55
"16929",131118,2,"No","02","Georgia","No",55
"16930",131119,1,"Yes","01","Georgia","No",55
"16931",131120,1,"No","01","Georgia","No",45
"16932",131121,1,"No","01","Georgia","Yes, Exceeded Speed Limit",55
"16933",131121,2,"No","01","Georgia","No",55
"16934",131122,1,"No","01","Georgia","No",70
"16935",131122,3,"No","01","Georgia","No",70
"16936",131122,4,"No","01","Georgia","No",70
"16937",131122,5,"No","01","Georgia","No",70
"16938",131123,1,"No","02","Georgia","No",65
"16939",131124,1,"No","01","Florida","No",70
"16940",131125,1,"No","02","Georgia","Yes, Exceeded Speed Limit",35
"16941",131125,2,"No","01","Georgia","No",35
"16942",131125,3,"No","01","Georgia","No",35
"16943",131126,1,"No","01","Georgia","No",55
"16944",131127,1,"No","01","Georgia","No",40
"16945",131127,2,"No","01","Georgia","No",40
"16946",131128,1,"No","01","Georgia","No",55
"16947",131129,1,"No","01","Florida","No",45
"16948",131129,2,"No","03","Georgia","No",35
"16949",131130,1,"No","01","Georgia","No",55
"16950",131131,1,"No","01","Georgia","No",55
"16951",131132,1,"No","01","Georgia","No",45
"16952",131133,1,"No","01","California","Yes, Too Fast for Conditions",55
"16953",131134,1,"No","02","Georgia","No",45
"16954",131134,2,"No","01","Georgia","No",45
"16955",131135,1,"No","01","Georgia","No",65
"16956",131136,1,"No","01","Georgia","No",70
"16957",131136,2,"No","01","Georgia","No",70
"16958",131137,1,"No","01","Minnesota","No",35
"16959",131137,2,"No","02","Georgia","No",45
"16960",131138,1,"No","01","Georgia","No",20
"16961",131138,2,"No","01","Georgia","No",65
"16962",131139,1,"No","01","Georgia","Yes, Too Fast for Conditions",45
"16963",131139,2,"No","01","Georgia","No",45
"16964",131140,1,"Yes","01","Unknown","Unknown",45
"16965",131141,1,"No","01","Georgia","No",45
"16966",131141,2,"No","01","Georgia","No",45
"16967",131142,1,"No","02","Georgia","Yes, Specifics Unknown",40
"16968",131143,1,"No","01","Georgia","Yes, Too Fast for Conditions",45
"16969",131144,1,"No","01","South Carolina","No",70
"16970",131144,2,"No","01","Georgia","No",70
"16971",131145,1,"No","01","Georgia","No",45
"16972",131146,1,"No","02","Georgia","No",35
"16973",131146,2,"No","01","Georgia","No",35
"16974",131147,1,"No","01","Florida","No",55
"16975",131148,1,"No","04","Georgia","No",70
"16976",131149,1,"No","01","Georgia","No",35
"16977",131149,2,"No","01","Georgia","No",55
"16978",131150,1,"No","01","Georgia","Yes, Exceeded Speed Limit",55
"16979",131151,1,"No","02","Tennessee","Yes, Too Fast for Conditions",35
"16980",131151,2,"No","03","Georgia","No",35
"16981",131152,1,"No","01","Georgia","No",55
"16982",131153,1,"No","01","Georgia","No",55
"16983",131153,2,"No","01","Georgia","No",55
"16984",131154,1,"No","01","Alabama","No",55
"16985",131155,1,"No","01","Georgia","No",45
"16986",131155,2,"No","01","Georgia","No",45
"16987",131156,1,"No","01","Georgia","No",45
"16988",131156,2,"No","02","Georgia","No",45
"16989",131157,1,"Yes","Unknown","Unknown","Unknown",25
"16990",131158,1,"No","01","Georgia","No",65
"16991",131158,2,"No","01","Georgia","No",65
"16992",131159,1,"No","03","Georgia","No",55
"16993",131160,1,"No","02","Florida","No",70
"16994",131160,2,"Yes","Unknown","Georgia","No",70
"16995",131161,1,"No","01","Georgia","No",35
"16996",131162,1,"No","02","Georgia","No",55
"16997",131163,1,"No","02","Georgia","No",55
"16998",131163,2,"No","01","Georgia","No",55
"16999",131164,1,"No","01","Georgia","No",45
"17000",131164,2,"No","01","Georgia","No",45
"17001",131165,1,"No","01","Georgia","No",55
"17002",131165,2,"No","01","Georgia","No",55
"17003",131166,1,"No","01","Alabama","No",70
"17004",131166,2,"No","02","Georgia","No",70
"17005",131166,3,"No","02","Georgia","No",70
"17006",131166,4,"No","06","Indiana","No",70
"17007",131166,5,"No","01","Florida","No",70
"17008",131167,1,"No","01","Georgia","No",55
"17009",131168,1,"No","01","Georgia","No",55
"17010",131169,1,"No","01","Georgia","No",45
"17011",131169,2,"No","02","Georgia","No",45
"17012",131170,1,"No","01","Georgia","No",25
"17013",131170,2,"No","01","Georgia","No",40
"17014",131171,1,"No","01","Georgia","No",55
"17015",131171,2,"No","01","Georgia","No",55
"17016",131172,1,"No","01","Georgia","No",55
"17017",131173,1,"No","05","Georgia","No",65
"17018",131173,2,"No","01","Georgia","No",65
"17019",131174,1,"No","01","Georgia","No",45
"17020",131175,1,"Yes","Unknown","Georgia","No",45
"17021",131175,2,"No","02","Georgia","No",45
"17022",131175,3,"No","02","Georgia","No",45
"17023",131175,4,"No","01","Georgia","No",45
"17024",131175,5,"No","01","Georgia","No",45
"17025",131176,1,"No","02","Georgia","Yes, Exceeded Speed Limit",45
"17026",131176,2,"No","01","Georgia","No",45
"17027",131177,1,"No","01","Georgia","No",30
"17028",131178,1,"No","02","Georgia","No",40
"17029",131179,1,"No","02","Georgia","Yes, Too Fast for Conditions",55
"17030",131180,1,"No","02","Georgia","No",45
"17031",131180,2,"No","02","Georgia","No",45
"17032",131181,1,"No","02","Georgia","No",70
"17033",131181,2,"No","02","Tennessee","No",70
"17034",131182,1,"No","01","Georgia","No",55
"17035",131183,1,"No","05","Georgia","No",45
"17036",131183,2,"No","01","Connecticut","No",45
"17037",131184,1,"No","01","Georgia","No",55
"17038",131184,2,"No","01","Georgia","No",55
"17039",131185,1,"No","02","Georgia","No",45
"17040",131185,2,"No","01","Georgia","No",45
"17041",131186,1,"No","01","Georgia","Yes, Exceeded Speed Limit",45
"17042",131186,2,"No","01","Georgia","No",45
"17043",131187,1,"No","01","Georgia","No",50
"17044",131188,1,"No","01","Georgia","Yes, Exceeded Speed Limit",55
"17045",131188,2,"No","01","Georgia","No",55
"17046",131190,1,"No","01","Georgia","No",55
"17047",131190,2,"No","01","Georgia","No",55
"17048",131191,1,"No","01","Georgia","No",55
"17049",131192,1,"No","01","Georgia","No",65
"17050",131193,1,"No","01","Georgia","No",25
"17051",131193,2,"No","01","Georgia","No",25
"17052",131194,1,"No","01","South Carolina","No",55
"17053",131195,1,"No","04","Georgia","No",45
"17054",131196,1,"No","01","Georgia","No",55
"17055",131196,2,"No","01","Georgia","No",55
"17056",131197,1,"No","01","Georgia","No",45
"17057",131198,1,"No","01","Georgia","No",55
"17058",131199,1,"No","01","Georgia","No",55
"17059",131199,2,"No","01","Georgia","No",55
"17060",131200,1,"No","03","Georgia","Yes, Too Fast for Conditions",25
"17061",131201,1,"No","01","Georgia","No",45
"17062",131202,1,"No","02","Georgia","No",55
"17063",131202,2,"No","02","Georgia","No",55
"17064",131203,1,"No","02","Georgia","Yes, Too Fast for Conditions",35
"17065",131204,1,"No","01","Georgia","No",55
"17066",131205,1,"No","01","Georgia","No",65
"17067",131205,2,"No","01","Florida","No",65
"17068",131206,1,"No","01","Georgia","No",40
"17069",131207,1,"No","01","Georgia","No",55
"17070",131208,1,"No","01","Georgia","No",45
"17071",131209,1,"No","01","Georgia","No",45
"17072",131210,1,"No","04","Georgia","No",70
"17073",131211,1,"No","01","Georgia","No",65
"17074",131212,1,"No","01","Georgia","No",35
"17075",131212,2,"No","03","Georgia","No",35
"17076",131213,1,"No","01","Georgia","No",45
"17077",131213,2,"No","01","Georgia","No",45
"17078",131214,1,"No","01","Georgia","No",45
"17079",131215,1,"No","01","Georgia","No",55
"17080",131216,1,"No","02","Georgia","No",45
"17081",131217,1,"No","01","Georgia","No",55
"17082",131218,1,"No","02","Georgia","No",55
"17083",131218,2,"No","01","Georgia","No",55
"17084",131219,1,"Yes","01","Unknown","Unknown",45
"17085",131220,1,"No","01","Georgia","No",70
"17086",131220,2,"No","01","Florida","No",70
"17087",131221,1,"No","01","Georgia","No",35
"17088",131222,1,"No","04","Georgia","No",45
"17089",131222,2,"No","01","Georgia","No",55
"17090",131223,1,"No","01","Georgia","No",35
"17091",131223,2,"No","01","Georgia","No",55
"17092",131224,1,"No","01","Georgia","No",45
"17093",131224,2,"No","05","Georgia","No",65
"17094",131225,1,"No","01","Georgia","No",45
"17095",131226,1,"No","01","Georgia","No",35
"17096",131226,2,"No","01","Georgia","No",35
"17097",131227,1,"No","01","Georgia","No",45
"17098",131228,1,"No","01","Georgia","No",45
"17099",131229,1,"No","03","Georgia","No",35
"17100",131229,2,"No","None","No Driver Present/Unknown if Driver Present","No Driver Present/Unknown if Driver Present",35
"17101",131230,1,"No","01","Georgia","No",70
"17102",131231,1,"No","02","Georgia","No",55
"17103",131231,2,"No","01","Georgia","No",55
"17104",131231,3,"No","02","Georgia","No",55
"17105",131231,4,"No","01","Georgia","No",55
"17106",131231,5,"No","01","Georgia","No",55
"17107",131231,6,"No","01","Georgia","No",55
"17108",131232,1,"Yes","01","Unknown","Yes, Exceeded Speed Limit",35
"17109",131233,1,"No","01","Georgia","No",45
"17110",131233,2,"No","02","Georgia","No",45
"17111",131234,1,"No","01","Georgia","No",70
"17112",131235,1,"No","01","Georgia","No",55
"17113",131236,1,"No","03","Georgia","No",55
"17114",131237,1,"No","None","No Driver Present/Unknown if Driver Present","No Driver Present/Unknown if Driver Present",55
"17115",131237,2,"No","01","Georgia","No",55
"17116",131238,1,"No","01","Georgia","Yes, Too Fast for Conditions",55
"17117",131239,1,"No","01","Unknown","Yes, Exceeded Speed Limit",45
"17118",131239,2,"No","03","Georgia","No",45
"17119",131240,1,"No","01","Georgia","No",35
"17120",131241,1,"No","01","Georgia","No",55
"17121",131242,1,"No","01","Georgia","No",45
"17122",131243,1,"No","01","Georgia","No",70
"17123",131244,1,"No","01","Georgia","No",45
"17124",131245,1,"No","01","Georgia","Yes, Too Fast for Conditions",55
"17125",131246,1,"No","01","Georgia","No",45
"17126",131247,1,"No","01","Georgia","No",55
"17127",131248,1,"No","01","Georgia","No",45
"17128",131248,2,"No","01","Georgia","No",45
"17129",131248,3,"No","01","Georgia","No",45
"17130",131249,1,"No","02","Georgia","No",45
"17131",131250,1,"No","02","Florida","No",55
"17132",131250,2,"No","01","Georgia","No",55
"17133",131251,1,"No","01","Georgia","Yes, Too Fast for Conditions",45
"17134",131251,2,"No","01","Georgia","No",45
"17135",131252,1,"No","01","Georgia","No",40
"17136",131253,1,"No","03","Georgia","No",55
"17137",131254,1,"No","01","Georgia","No",45
"17138",131254,2,"No","01","Georgia","No",45
"17139",131255,1,"No","01","Georgia","No",45
"17140",131255,2,"No","03","Georgia","No",45
"17141",131256,1,"No","01","Georgia","No",45
"17142",131256,2,"No","01","Georgia","No",45
"17143",131257,1,"No","01","Georgia","No",70
"17144",131257,2,"No","01","Georgia","No",70
"17145",131258,1,"No","01","Georgia","Yes, Too Fast for Conditions",70
"17146",131259,1,"No","01","Georgia","Yes, Exceeded Speed Limit",45
"17147",131259,2,"No","01","Georgia","No",45
"17148",131259,3,"No","01","Georgia","No",45
"17149",131259,4,"No","01","Georgia","No",45
"17150",131259,5,"No","01","Georgia","No",45
"17151",131259,6,"No","03","Georgia","No",45
"17152",131259,7,"No","01","Georgia","No",45
"17153",131259,8,"No","01","Georgia","No",45
"17154",131259,9,"No","01","Georgia","No",45
"17155",131259,10,"No","02","Georgia","No",45
"17156",131259,11,"No","01","Georgia","No",45
"17157",131260,1,"No","01","Georgia","No",65
"17158",131261,1,"No","01","Georgia","No",45
"17159",131262,1,"No","03","Georgia","No",65
"17160",131263,1,"No","01","Georgia","Yes, Specifics Unknown",45
"17161",131263,2,"No","07","Georgia","No",45
"17162",131264,1,"No","01","Georgia","No",65
"17163",131264,2,"No","01","Georgia","No",65
"17164",131265,1,"No","01","Georgia","No",45
"17165",131266,1,"No","01","Georgia","No",55
"17166",131266,2,"No","01","Georgia","No",55
"17167",131266,3,"No","01","Georgia","No",55
"17168",131267,1,"No","01","Georgia","Yes, Too Fast for Conditions",30
"17169",131268,1,"No","01","Georgia","No",35
"17170",131268,2,"No","01","Georgia","No",45
"17171",131269,1,"No","01","Georgia","No",35
"17172",131269,2,"No","01","Georgia","No",35
"17173",131270,1,"No","01","Georgia","No",55
"17174",131271,1,"No","01","New York","No",55
"17175",131271,2,"Yes","Unknown","Georgia","No",55
"17176",131272,1,"No","01","Georgia","No",70
"17177",131273,1,"No","01","Georgia","Yes, Exceeded Speed Limit",70
"17178",131273,2,"No","01","Georgia","Yes, Exceeded Speed Limit",70
"17179",131274,1,"No","01","Georgia","No",60
"17180",131275,1,"No","03","Georgia","No",70
"17181",131275,2,"No","01","Texas","No",70
"17182",131276,1,"No","01","Georgia","No",45
"17183",131277,1,"No","01","Georgia","No",55
"17184",131278,1,"No","05","Georgia","No",55
"17185",131279,1,"No","03","Georgia","No",45
"17186",131279,2,"No","01","Georgia","No",45
"17187",131280,1,"No","02","Georgia","No",55
"17188",131281,1,"No","01","Georgia","No",45
"17189",131281,2,"No","01","Georgia","No",45
"17190",131282,1,"No","02","Georgia","Yes, Exceeded Speed Limit",70
"17191",131282,2,"No","01","Georgia","No",70
"17192",131283,1,"No","01","Georgia","No",35
"17193",131284,1,"No","01","Georgia","No",25
"17194",131285,1,"No","01","Georgia","No",45
"17195",131286,1,"No","01","Georgia","No",55
"17196",131287,1,"No","01","Alabama","No",55
"17197",131287,2,"No","02","Georgia","No",55
"17198",131288,1,"No","03","Georgia","No",45
"17199",131289,1,"No","01","Georgia","No",55
"17200",131289,2,"No","01","Georgia","No",55
"17201",131290,1,"No","01","Georgia","No",55
"17202",131291,1,"No","01","Florida","No",55
"17203",131291,2,"No","01","Georgia","No",55
"17204",131291,3,"No","01","Georgia","No",55
"17205",131292,1,"No","01","Georgia","No",65
"17206",131292,2,"No","01","Georgia","No",65
"17207",131292,3,"No","01","Georgia","No",65
"17208",131293,1,"No","01","Georgia","No",55
"17209",131293,2,"No","01","Georgia","No",55
"17210",131294,1,"No","01","Georgia","Yes, Too Fast for Conditions",45
"17211",131294,2,"No","01","Georgia","No",45
"17212",131294,3,"No","01","Georgia","No",45
"17213",131295,1,"No","02","Georgia","Yes, Exceeded Speed Limit",35
"17214",131296,1,"No","03","Georgia","No",35
"17215",131297,1,"No","02","Georgia","No",45
"17216",131298,1,"No","01","Georgia","Yes, Too Fast for Conditions",45
"17217",131298,2,"No","01","Colorado","No",45
"17218",131299,1,"No","01","Georgia","No",45
"17219",131299,2,"No","04","Georgia","No",55
"17220",131300,1,"No","02","North Carolina","No",70
"17221",131300,2,"No","01","Georgia","No",70
"17222",131301,1,"No","01","Georgia","No",70
"17223",131301,2,"No","01","Mississippi","No",70
"17224",131301,3,"No","01","Georgia","No",70
"17225",131301,4,"No","01","Georgia","No",70
"17226",131302,1,"No","01","Georgia","No",55
"17227",131303,1,"No","03","Georgia","Yes, Too Fast for Conditions",45
"17228",131304,1,"No","02","Georgia","No",45
"17229",131305,1,"No","01","Georgia","No",45
"17230",131305,2,"No","01","Georgia","No",65
"17231",131306,1,"No","01","Georgia","No",45
"17232",131307,1,"No","01","Georgia","Yes, Exceeded Speed Limit",45
"17233",131308,1,"No","01","Georgia","No",45
"17234",131309,1,"No","01","Georgia","No",70
