"","ST_CASE","VEH_NO","HIT_RUNNAME","NUMOCCSNAME","L_STATENAME","SPEEDRELNAME","VSPD_LIM"
"40784",421005,1,"No","01","Pennsylvania","No",45
"40785",421005,2,"No","01","Pennsylvania","No",45
"40786",421006,1,"No","01","Pennsylvania","No",40
"40787",421007,1,"No","01","Pennsylvania","No",25
"40788",421008,1,"No","01","Pennsylvania","No",55
"40789",421009,1,"No","02","Pennsylvania","No",98
"40790",421009,2,"No","02","Pennsylvania","No",45
"40791",421010,1,"No","None","No Driver Present/Unknown if Driver Present","No Driver Present/Unknown if Driver Present",35
"40792",421010,2,"No","01","Pennsylvania","No",35
"40793",421011,1,"No","01","West Virginia","No",40
"40794",421012,1,"No","01","Pennsylvania","Yes, Too Fast for Conditions",25
"40795",421013,1,"No","02","Pennsylvania","Yes, Specifics Unknown",50
"40796",421013,2,"No","01","Pennsylvania","No",50
"40797",421014,1,"No","01","Pennsylvania","Yes, Too Fast for Conditions",45
"40798",421015,1,"No","02","Pennsylvania","Yes, Specifics Unknown",40
"40799",421015,2,"No","01","Pennsylvania","No",40
"40800",421016,1,"Yes","01","Florida","No",40
"40801",421017,1,"No","01","Pennsylvania","No",40
"40802",421018,1,"No","01","Pennsylvania","Yes, Exceeded Speed Limit",55
"40803",421019,1,"No","02","Pennsylvania","Yes, Too Fast for Conditions",55
"40804",421020,1,"No","02","Pennsylvania","No",45
"40805",421020,2,"No","04","Pennsylvania","No",45
"40806",421021,1,"No","01","Pennsylvania","No",55
"40807",421021,2,"No","01","Pennsylvania","No",55
"40808",421022,1,"No","01","Pennsylvania","No",40
"40809",421023,1,"No","01","Pennsylvania","Yes, Exceeded Speed Limit",35
"40810",421024,1,"No","02","Pennsylvania","Yes, Specifics Unknown",50
"40811",421025,1,"No","01","Canada","No",55
"40812",421025,2,"No","01","Pennsylvania","No",55
"40813",421026,1,"No","01","Pennsylvania","Yes, Exceeded Speed Limit",40
"40814",421027,1,"No","02","Pennsylvania","Yes, Specifics Unknown",35
"40815",421028,1,"No","01","Pennsylvania","No",45
"40816",421029,1,"Yes","01","Delaware","Yes, Too Fast for Conditions",20
"40817",421030,1,"No","01","Pennsylvania","No",25
"40818",421031,1,"No","01","Pennsylvania","No",25
"40819",421032,1,"No","01","Pennsylvania","Yes, Too Fast for Conditions",40
"40820",421033,1,"No","01","Pennsylvania","No",30
"40821",421033,2,"No","01","Pennsylvania","No",30
"40822",421034,1,"No","01","Pennsylvania","No",55
"40823",421035,1,"No","01","Pennsylvania","No",35
"40824",421036,1,"No","01","Pennsylvania","Yes, Exceeded Speed Limit",55
"40825",421037,1,"No","01","Pennsylvania","No",35
"40826",421038,1,"No","01","New Jersey","Yes, Too Fast for Conditions",65
"40827",421038,2,"No","02","Florida","No",65
"40828",421038,3,"No","01","North Carolina","No",65
"40829",421038,4,"No","02","New York","No",65
"40830",421039,1,"No","01","New York","Yes, Too Fast for Conditions",70
"40831",421039,2,"No","01","Pennsylvania","No",70
"40832",421039,3,"No","02","Pennsylvania","No",70
"40833",421039,4,"No","01","Pennsylvania","No",70
"40834",421040,1,"No","01","Pennsylvania","Yes, Specifics Unknown",55
"40835",421040,2,"No","04","Unknown","No",55
"40836",421040,3,"No","01","Pennsylvania","No",55
"40837",421040,4,"No","04","Pennsylvania","No",55
"40838",421041,1,"Yes","02","New Jersey","No",45
"40839",421041,2,"No","01","Pennsylvania","No",98
"40840",421041,3,"No","01","New York","No",45
"40841",421042,1,"No","02","Delaware","No",30
"40842",421042,2,"Yes","Unknown","Unknown","No",30
"40843",421042,3,"No","01","Pennsylvania","No",30
"40844",421043,1,"Yes","02","Unknown","No",98
"40845",421043,2,"No","03","Pennsylvania","No",98
"40846",421044,1,"Yes","Unknown","Unknown","No",25
"40847",421045,1,"Yes","Unknown","Unknown","No",35
"40848",421046,1,"No","01","Pennsylvania","No",98
"40849",421046,2,"No","06","Florida","No",98
"40850",421047,1,"No","01","Pennsylvania","Yes, Exceeded Speed Limit",30
"40851",421047,2,"No","02","Pennsylvania","No",30
"40852",421048,1,"Yes","01","Pennsylvania","Yes, Exceeded Speed Limit",35
"40853",421048,2,"No","02","Pennsylvania","No",35
"40854",421049,1,"Yes","01","Unknown","No",35
"40855",421050,1,"No","01","Pennsylvania","No",45
"40856",421050,2,"No","01","West Virginia","No",45
"40857",421051,1,"No","01","Pennsylvania","Yes, Too Fast for Conditions",35
"40858",421052,1,"No","01","Pennsylvania","No",55
"40859",421053,1,"No","01","Pennsylvania","Yes, Exceeded Speed Limit",55
"40860",421053,2,"No","01","Pennsylvania","No",55
"40861",421053,3,"No","01","Pennsylvania","No",55
"40862",421053,4,"No","01","Virginia","No",55
"40863",421054,1,"No","01","Pennsylvania","Yes, Exceeded Speed Limit",45
"40864",421055,1,"No","01","Pennsylvania","No",40
"40865",421055,2,"No","01","Pennsylvania","No",25
"40866",421055,3,"No","01","Pennsylvania","No",25
"40867",421056,1,"No","02","Texas","No",45
"40868",421056,2,"No","02","Pennsylvania","No",45
"40869",421057,1,"No","03","Pennsylvania","No",55
"40870",421058,1,"No","01","Pennsylvania","No",40
"40871",421059,1,"No","04","Pennsylvania","No",55
"40872",421059,2,"No","06","Pennsylvania","No",55
"40873",421060,1,"No","01","Pennsylvania","No",45
"40874",421061,1,"No","01","Pennsylvania","No",35
"40875",421062,1,"No","01","Pennsylvania","Yes, Exceeded Speed Limit",55
"40876",421062,2,"No","02","Pennsylvania","No",55
"40877",421062,3,"No","05","Pennsylvania","No",55
"40878",421062,4,"No","01","Pennsylvania","No",55
"40879",421062,5,"No","01","Pennsylvania","No",55
"40880",421063,1,"No","01","Pennsylvania","No",25
"40881",421064,1,"No","01","Pennsylvania","Yes, Too Fast for Conditions",25
"40882",421064,2,"No","01","Pennsylvania","No",25
"40883",421065,1,"No","01","Pennsylvania","Yes, Specifics Unknown",45
"40884",421066,1,"No","01","Pennsylvania","No",55
"40885",421066,2,"No","01","Pennsylvania","No",55
"40886",421067,1,"No","01","Pennsylvania","No",40
"40887",421067,2,"No","02","Pennsylvania","No",55
"40888",421068,1,"No","02","Washington","Yes, Exceeded Speed Limit",45
"40889",421069,1,"No","01","Pennsylvania","Yes, Too Fast for Conditions",35
"40890",421070,1,"No","02","Pennsylvania","No",35
"40891",421071,1,"No","02","Pennsylvania","Yes, Too Fast for Conditions",35
"40892",421071,2,"No","02","Pennsylvania","No",35
"40893",421072,1,"No","01","Pennsylvania","No",35
"40894",421073,1,"No","01","Pennsylvania","No",35
"40895",421074,1,"No","01","Pennsylvania","Unknown",98
"40896",421075,1,"No","01","Pennsylvania","Yes, Specifics Unknown",35
"40897",421075,2,"No","01","Pennsylvania","No",35
"40898",421076,1,"No","02","Pennsylvania","No",25
"40899",421076,2,"No","04","Pennsylvania","No",25
"40900",421077,1,"No","01","Pennsylvania","No",45
"40901",421077,2,"No","02","Pennsylvania","No",45
"40902",421078,1,"No","01","Pennsylvania","No",45
"40903",421078,2,"No","01","Pennsylvania","No",45
"40904",421079,1,"No","01","Pennsylvania","No",45
"40905",421080,1,"No","01","Pennsylvania","No",0
"40906",421080,2,"No","01","Pennsylvania","No",35
"40907",421081,1,"No","02","Pennsylvania","No",50
"40908",421082,1,"No","01","Pennsylvania","No",25
"40909",421083,1,"No","02","Pennsylvania","No",35
"40910",421084,1,"No","01","Pennsylvania","No",0
"40911",421084,2,"No","01","Pennsylvania","No",25
"40912",421085,1,"No","01","Pennsylvania","Unknown",40
"40913",440001,1,"Yes","03","Rhode Island","Unknown",25
"40914",440002,1,"No","01","Rhode Island","Yes, Exceeded Speed Limit",25
"40915",440003,1,"No","01","Virginia","No",65
"40916",440003,2,"No","02","Unknown","Yes, Specifics Unknown",65
"40917",440003,3,"No","01","Massachusetts","Unknown",65
"40918",440004,1,"No","02","Connecticut","No",50
"40919",440004,2,"No","01","Massachusetts","No",50
"40920",440004,3,"No","02","Connecticut","No",50
"40921",440005,1,"No","01","Rhode Island","Yes, Specifics Unknown",25
"40922",440006,1,"No","01","Rhode Island","Yes, Exceeded Speed Limit",40
"40923",440007,1,"No","03","Rhode Island","No",25
"40924",440008,1,"No","01","Massachusetts","No",55
"40925",440009,1,"Yes","Unknown","Rhode Island","Yes, Exceeded Speed Limit",35
"40926",440010,1,"No","01","Rhode Island","Yes, Specifics Unknown",35
"40927",440010,2,"No","01","Rhode Island","No",35
"40928",440010,3,"No","01","Rhode Island","Unknown",35
"40929",440011,1,"No","02","Connecticut","Unknown",35
"40930",440011,2,"No","03","Rhode Island","Unknown",35
"40931",440012,1,"No","01","Rhode Island","No",25
"40932",440013,1,"No","01","Rhode Island","No",25
"40933",440014,1,"No","01","Rhode Island","No",65
"40934",440014,2,"No","01","Connecticut","No",65
"40935",440014,3,"No","02","New York","No",65
"40936",440015,1,"Yes","05","Rhode Island","Yes, Specifics Unknown",25
"40937",440016,1,"No","01","Massachusetts","Yes, Specifics Unknown",25
"40938",440017,1,"No","01","Rhode Island","Unknown",45
"40939",440018,1,"No","01","Massachusetts","Yes, Specifics Unknown",65
"40940",440018,2,"No","01","Rhode Island","No",65
"40941",440019,1,"Yes","Unknown","Rhode Island","Unknown",25
"40942",440020,1,"Yes","01","Massachusetts","Unknown",25
"40943",440020,2,"No","01","Rhode Island","Unknown",25
"40944",440021,1,"Yes","Unknown","Rhode Island","Unknown",35
"40945",440022,1,"No","01","Rhode Island","Yes, Specifics Unknown",25
"40946",440022,2,"No","03","Rhode Island","No",25
"40947",440023,1,"No","01","No Driver Present/Unknown if Driver Present","No Driver Present/Unknown if Driver Present",65
"40948",440023,2,"No","01","Rhode Island","No",55
"40949",440024,1,"No","01","Wyoming","No",65
"40950",440025,1,"No","01","Rhode Island","No",50
"40951",440025,2,"No","01","Massachusetts","No",50
"40952",440025,3,"No","01","Connecticut","No",50
"40953",440026,1,"No","01","Rhode Island","No",99
"40954",440026,2,"No","01","Rhode Island","No",99
"40955",440027,1,"No","01","Rhode Island","No",35
"40956",440028,1,"No","01","Rhode Island","Yes, Specifics Unknown",25
"40957",440029,1,"No","01","Rhode Island","No",35
"40958",440029,2,"No","01","Rhode Island","Unknown",35
"40959",440030,1,"No","01","Unknown","Yes, Too Fast for Conditions",25
"40960",440031,1,"No","01","Rhode Island","Yes, Exceeded Speed Limit",45
"40961",440032,1,"No","01","Rhode Island","Yes, Specifics Unknown",25
"40962",440033,1,"No","03","Unknown","Yes, Specifics Unknown",55
"40963",440034,1,"No","01","Rhode Island","Yes, Specifics Unknown",65
"40964",440035,1,"No","01","Rhode Island","Unknown",45
"40965",440036,1,"Yes","01","Rhode Island","Yes, Specifics Unknown",35
"40966",440037,1,"No","01","Massachusetts","Yes, Specifics Unknown",55
"40967",440038,1,"No","03","Rhode Island","No",65
"40968",440039,1,"No","01","Canada","No",35
"40969",440039,2,"No","01","Rhode Island","No",35
"40970",440040,1,"No","01","Rhode Island","No",25
"40971",440041,1,"No","02","Rhode Island","Yes, Exceeded Speed Limit",25
"40972",440042,1,"No","02","Connecticut","No",50
"40973",440042,2,"No","02","Connecticut","No",50
"40974",440043,1,"No","01","Rhode Island","No",65
"40975",440043,2,"No","01","Connecticut","Yes, Specifics Unknown",65
"40976",440044,1,"Yes","02","Rhode Island","No",25
"40977",440045,1,"No","01","Rhode Island","No",25
"40978",440046,1,"No","01","Rhode Island","Yes, Exceeded Speed Limit",50
"40979",440047,1,"Yes","01","Florida","Unknown",25
"40980",440048,1,"No","02","Rhode Island","No",45
"40981",440048,2,"No","01","Rhode Island","No",45
"40982",440049,1,"No","01","Maine","No",35
"40983",440050,1,"No","01","Rhode Island","Yes, Specifics Unknown",30
"40984",440051,1,"No","04","Rhode Island","Yes, Specifics Unknown",30
"40985",440052,1,"No","02","Rhode Island","No",50
"40986",440052,2,"No","01","Rhode Island","No",50
"40987",440053,1,"No","01","Rhode Island","No",25
"40988",440054,1,"No","01","Connecticut","Yes, Specifics Unknown",25
"40989",440055,1,"No","01","Rhode Island","Yes, Exceeded Speed Limit",25
"40990",440056,1,"No","01","Rhode Island","No",35
"40991",440057,1,"No","01","Rhode Island","No",55
"40992",440057,2,"No","02","Massachusetts","No",55
"40993",440057,3,"No","01","Pennsylvania","Yes, Specifics Unknown",55
"40994",440058,1,"No","01","Rhode Island","No",35
"40995",440058,2,"No","01","Rhode Island","No",35
"40996",440058,3,"No","02","Rhode Island","Unknown",35
"40997",440059,1,"No","01","Rhode Island","No",30
"40998",440060,1,"No","01","Rhode Island","Yes, Specifics Unknown",99
"40999",440060,2,"No","01","Rhode Island","No",99
"41000",440061,1,"No","01","Rhode Island","Yes, Specifics Unknown",25
"41001",440062,1,"No","01","Rhode Island","No",35
"41002",440062,2,"No","01","Massachusetts","No",35
"41003",440063,1,"No","01","Rhode Island","Unknown",25
"41004",440064,1,"No","03","Rhode Island","Yes, Specifics Unknown",65
"41005",440065,1,"No","01","Rhode Island","No",98
"41006",440066,1,"No","01","Rhode Island","No",30
"41007",440067,1,"No","03","Rhode Island","No",0
"41008",440068,1,"No","01","Rhode Island","Yes, Exceeded Speed Limit",55
"41009",440069,1,"No","01","Missouri","Yes, Specifics Unknown",35
"41010",440069,2,"No","03","Rhode Island","No",35
"41011",440070,1,"No","01","Rhode Island","Yes, Specifics Unknown",35
"41012",440071,1,"No","01","Connecticut","Yes, Specifics Unknown",50
"41013",440071,2,"No","01","Rhode Island","No",50
"41014",440072,1,"No","01","Rhode Island","Unknown",25
"41015",440073,1,"No","01","Rhode Island","Unknown",40
"41016",440074,1,"No","01","Rhode Island","Yes, Specifics Unknown",45
"41017",440075,1,"No","02","Rhode Island","Unknown",55
"41018",440076,1,"Yes","01","Connecticut","Unknown",45
"41019",440077,1,"No","01","Rhode Island","Unknown",45
"41020",450001,1,"No","05","South Carolina","Yes, Too Fast for Conditions",45
"41021",450002,1,"No","02","South Carolina","No",35
"41022",450003,1,"No","01","South Carolina","Yes, Too Fast for Conditions",45
"41023",450004,1,"No","01","South Carolina","No",70
"41024",450005,1,"No","01","Georgia","No",55
"41025",450005,2,"No","01","South Carolina","Yes, Too Fast for Conditions",55
"41026",450006,1,"No","01","South Carolina","No",55
"41027",450007,1,"No","03","South Carolina","Yes, Exceeded Speed Limit",55
"41028",450007,2,"No","01","South Carolina","Yes, Too Fast for Conditions",55
"41029",450008,1,"No","02","South Carolina","No",55
"41030",450008,2,"No","01","South Carolina","No",55
"41031",450009,1,"No","02","South Carolina","No",40
"41032",450010,1,"No","01","South Carolina","Yes, Exceeded Speed Limit",35
"41033",450011,1,"No","01","South Carolina","No",55
"41034",450011,2,"No","01","South Carolina","No",55
"41035",450012,1,"No","02","South Carolina","No",35
"41036",450013,1,"Yes","01","South Carolina","No",45
"41037",450014,1,"No","01","South Carolina","Yes, Too Fast for Conditions",35
"41038",450015,1,"No","01","South Carolina","No",45
"41039",450015,2,"No","02","South Carolina","No",45
"41040",450016,1,"No","01","South Carolina","Yes, Too Fast for Conditions",35
"41041",450017,1,"No","01","South Carolina","Yes, Exceeded Speed Limit",55
"41042",450018,1,"No","01","South Carolina","Yes, Exceeded Speed Limit",55
"41043",450019,1,"No","01","South Carolina","No",45
"41044",450020,1,"No","02","South Carolina","No",60
"41045",450020,2,"No","01","South Carolina","No",60
"41046",450021,1,"No","01","South Carolina","No",55
"41047",450022,1,"No","01","South Carolina","No",45
"41048",450022,2,"No","16","South Carolina","No",45
"41049",450023,1,"No","01","South Carolina","Yes, Exceeded Speed Limit",30
"41050",450024,1,"No","02","South Carolina","Yes, Exceeded Speed Limit",45
"41051",450025,1,"No","01","North Carolina","No",65
"41052",450026,1,"No","03","South Carolina","Yes, Too Fast for Conditions",45
"41053",450027,1,"No","01","South Carolina","No",55
"41054",450027,2,"No","01","South Carolina","No",55
"41055",450028,1,"No","03","South Carolina","No",35
"41056",450028,2,"No","01","South Carolina","No",35
"41057",450029,1,"No","01","South Carolina","No",70
"41058",450029,2,"No","01","South Carolina","Yes, Exceeded Speed Limit",70
"41059",450030,1,"No","01","South Carolina","No",55
"41060",450031,1,"No","01","South Carolina","Yes, Exceeded Speed Limit",40
"41061",450032,1,"No","01","South Carolina","Yes, Exceeded Speed Limit",25
"41062",450033,1,"No","05","South Carolina","Yes, Exceeded Speed Limit",55
"41063",450034,1,"No","01","South Carolina","No",35
"41064",450034,2,"No","03","South Carolina","No",35
"41065",450034,3,"No","01","South Carolina","No",35
"41066",450035,1,"No","01","South Carolina","Yes, Exceeded Speed Limit",45
"41067",450036,1,"No","03","South Carolina","No",30
"41068",450037,1,"No","01","South Carolina","No",45
"41069",450037,2,"No","03","South Carolina","Yes, Exceeded Speed Limit",45
"41070",450038,1,"No","02","Georgia","No",0
"41071",450038,2,"No","01","South Carolina","No",45
"41072",450039,1,"No","01","South Carolina","No",35
"41073",450039,2,"No","02","South Carolina","No",35
"41074",450039,3,"No","01","South Carolina","No",35
"41075",450040,1,"No","01","Georgia","No",45
"41076",450041,1,"No","01","South Carolina","No",55
"41077",450042,1,"No","01","South Carolina","No",45
"41078",450043,1,"No","03","South Carolina","No",40
"41079",450043,2,"No","01","South Carolina","No",40
"41080",450044,1,"No","01","South Carolina","No",55
"41081",450044,2,"No","02","South Carolina","No",55
"41082",450045,1,"No","01","South Carolina","No",40
"41083",450046,1,"No","01","South Carolina","No",55
"41084",450046,2,"No","01","South Carolina","No",55
"41085",450047,1,"No","01","South Carolina","No",55
"41086",450047,2,"No","01","South Carolina","No",55
"41087",450048,1,"No","01","South Carolina","No",55
"41088",450048,2,"No","01","South Carolina","No",55
"41089",450049,1,"Yes","01","South Carolina","No",35
"41090",450050,1,"No","01","South Carolina","No",60
"41091",450050,2,"No","01","Pennsylvania","No",60
"41092",450051,1,"No","01","South Carolina","No",55
"41093",450051,2,"No","01","North Carolina","No",55
"41094",450052,1,"No","01","South Carolina","Yes, Exceeded Speed Limit",45
"41095",450053,1,"No","02","South Carolina","No",65
"41096",450054,1,"No","01","South Carolina","No",60
"41097",450054,2,"No","01","South Carolina","No",0
"41098",450055,1,"No","01","North Carolina","Yes, Exceeded Speed Limit",45
"41099",450056,1,"No","01","South Carolina","Yes, Too Fast for Conditions",55
"41100",450057,1,"No","02","South Carolina","No",45
"41101",450057,2,"No","01","South Carolina","No",45
"41102",450058,1,"No","02","South Carolina","Yes, Exceeded Speed Limit",55
"41103",450059,1,"No","01","South Carolina","No",55
"41104",450059,2,"No","01","South Carolina","No",55
"41105",450060,1,"No","01","South Carolina","No",40
"41106",450060,2,"No","01","South Carolina","No",0
"41107",450061,1,"No","02","South Carolina","Yes, Too Fast for Conditions",45
"41108",450061,2,"No","01","South Carolina","No",45
"41109",450062,1,"No","01","South Carolina","Yes, Too Fast for Conditions",55
"41110",450063,1,"No","01","South Carolina","Yes, Too Fast for Conditions",70
"41111",450064,1,"No","01","South Carolina","Yes, Too Fast for Conditions",35
"41112",450065,1,"No","02","North Carolina","No",55
"41113",450066,1,"No","01","South Carolina","No",45
"41114",450067,1,"No","03","South Carolina","No",55
"41115",450068,1,"No","01","South Carolina","No",45
"41116",450069,1,"No","01","South Carolina","Yes, Too Fast for Conditions",55
"41117",450070,1,"No","01","South Carolina","No",45
"41118",450070,2,"No","02","South Carolina","No",45
"41119",450071,1,"No","01","South Carolina","No",55
"41120",450071,2,"No","01","South Carolina","No",55
"41121",450071,3,"No","01","South Carolina","No",55
"41122",450072,1,"No","01","South Carolina","No",55
"41123",450072,2,"No","03","Georgia","No",55
"41124",450073,1,"No","03","South Carolina","No",55
"41125",450073,2,"No","01","South Carolina","No",55
"41126",450074,1,"No","01","South Carolina","No",55
"41127",450074,2,"No","01","South Carolina","No",55
"41128",450075,1,"No","01","South Carolina","No",40
"41129",450075,2,"No","01","South Carolina","Yes, Exceeded Speed Limit",40
"41130",450076,1,"No","01","South Carolina","No",55
"41131",450077,1,"No","01","South Carolina","Yes, Too Fast for Conditions",55
"41132",450078,1,"No","02","South Carolina","Yes, Exceeded Speed Limit",45
"41133",450079,1,"No","03","South Carolina","No",35
"41134",450079,2,"No","01","South Carolina","No",35
"41135",450079,3,"No","01","South Carolina","No",35
"41136",450080,1,"No","02","South Carolina","No",45
"41137",450080,2,"No","02","South Carolina","No",45
"41138",450081,1,"No","02","South Carolina","No",35
"41139",450082,1,"No","01","South Carolina","No",55
"41140",450083,1,"No","01","Texas","No",55
"41141",450084,1,"Yes","01","Unknown","No",25
"41142",450085,1,"No","01","South Carolina","No",70
"41143",450086,1,"No","01","South Carolina","Yes, Exceeded Speed Limit",35
"41144",450087,1,"No","03","South Carolina","Yes, Too Fast for Conditions",45
"41145",450088,1,"No","01","South Carolina","No",55
"41146",450088,2,"No","01","South Carolina","No",55
"41147",450089,1,"No","02","South Carolina","No",60
"41148",450090,1,"No","01","South Carolina","Yes, Exceeded Speed Limit",30
"41149",450091,1,"No","03","South Carolina","Yes, Too Fast for Conditions",55
"41150",450092,1,"No","01","South Carolina","No",55
"41151",450092,2,"No","01","South Carolina","No",55
"41152",450093,1,"No","02","South Carolina","No",50
"41153",450094,1,"No","02","South Carolina","No",45
"41154",450094,2,"No","01","South Carolina","No",45
"41155",450095,1,"No","03","South Carolina","No",45
"41156",450095,2,"No","01","Georgia","No",45
"41157",450096,1,"No","01","South Carolina","Yes, Exceeded Speed Limit",30
"41158",450097,1,"No","01","South Carolina","Yes, Exceeded Speed Limit",55
"41159",450098,1,"No","01","South Carolina","Yes, Exceeded Speed Limit",55
"41160",450099,1,"No","01","South Carolina","Yes, Exceeded Speed Limit",20
"41161",450100,1,"No","02","South Carolina","Yes, Too Fast for Conditions",55
"41162",450101,1,"No","01","South Carolina","No",55
"41163",450102,1,"No","03","South Carolina","No",35
"41164",450102,2,"No","01","South Carolina","Yes, Too Fast for Conditions",35
"41165",450103,1,"No","01","South Carolina","No",55
"41166",450103,2,"No","01","South Carolina","No",55
"41167",450104,1,"No","01","South Carolina","No",45
"41168",450105,1,"No","03","South Carolina","Yes, Too Fast for Conditions",35
"41169",450106,1,"No","01","South Carolina","No",45
"41170",450106,2,"No","01","South Carolina","No",45
"41171",450107,1,"No","01","South Carolina","Yes, Exceeded Speed Limit",35
"41172",450108,1,"No","01","South Carolina","No",45
"41173",450108,2,"No","01","South Carolina","No",45
"41174",450109,1,"No","03","South Carolina","No",45
"41175",450110,1,"No","01","South Carolina","Yes, Exceeded Speed Limit",45
"41176",450111,1,"No","01","South Carolina","No",0
"41177",450111,2,"No","01","South Carolina","No",45
"41178",450112,1,"No","01","South Carolina","No",55
"41179",450112,2,"No","03","South Carolina","No",55
"41180",450113,1,"No","01","South Carolina","Yes, Too Fast for Conditions",45
"41181",450114,1,"No","01","Florida","No",45
"41182",450114,2,"No","01","South Carolina","Yes, Too Fast for Conditions",45
"41183",450115,2,"No","01","South Carolina","No",30
"41184",450115,3,"No","01","South Carolina","Yes, Exceeded Speed Limit",30
"41185",450116,1,"No","01","South Carolina","No",35
"41186",450116,2,"No","03","South Carolina","No",35
"41187",450117,1,"No","04","South Carolina","Yes, Too Fast for Conditions",50
"41188",450118,1,"No","01","South Carolina","Yes, Too Fast for Conditions",40
"41189",450119,1,"No","01","South Carolina","Yes, Too Fast for Conditions",45
"41190",450120,1,"No","04","South Carolina","Yes, Exceeded Speed Limit",40
"41191",450120,2,"No","01","South Carolina","No",40
"41192",450121,1,"No","01","South Carolina","Yes, Exceeded Speed Limit",55
"41193",450122,1,"No","02","South Carolina","Yes, Exceeded Speed Limit",35
"41194",450123,1,"No","02","South Carolina","Yes, Exceeded Speed Limit",55
"41195",450124,1,"No","01","South Carolina","No",55
"41196",450124,2,"No","03","South Carolina","No",55
"41197",450125,1,"No","01","South Carolina","No",55
"41198",450125,2,"No","01","South Carolina","No",55
"41199",450126,1,"No","03","South Carolina","No",45
"41200",450127,1,"No","02","South Carolina","No",60
"41201",450128,1,"No","01","South Carolina","Yes, Exceeded Speed Limit",70
"41202",450129,1,"No","01","South Carolina","Yes, Too Fast for Conditions",40
"41203",450130,1,"No","02","South Carolina","No",30
"41204",450130,2,"No","02","South Carolina","No",30
"41205",450131,1,"No","02","South Carolina","Yes, Too Fast for Conditions",45
"41206",450132,1,"No","01","Virginia","No",70
"41207",450133,1,"No","01","South Carolina","Yes, Exceeded Speed Limit",55
"41208",450134,1,"No","02","South Carolina","Yes, Exceeded Speed Limit",45
"41209",450135,1,"No","01","South Carolina","Yes, Too Fast for Conditions",55
"41210",450136,1,"No","01","South Carolina","No",35
"41211",450137,1,"No","01","South Carolina","No",40
"41212",450138,1,"No","03","South Carolina","Yes, Exceeded Speed Limit",50
"41213",450139,1,"No","05","South Carolina","No",40
"41214",450139,2,"Yes","Unknown","Unknown","No",40
"41215",450140,1,"No","01","South Carolina","No",45
"41216",450140,2,"No","03","South Carolina","No",45
"41217",450141,1,"No","02","South Carolina","Yes, Exceeded Speed Limit",45
"41218",450142,1,"No","01","South Carolina","Yes, Too Fast for Conditions",55
"41219",450143,1,"No","01","South Carolina","No",55
"41220",450143,2,"No","01","South Carolina","No",55
"41221",450144,1,"No","06","South Carolina","No",55
"41222",450144,2,"No","01","South Carolina","No",55
"41223",450145,1,"No","01","South Carolina","No",55
"41224",450145,2,"No","01","South Carolina","No",55
"41225",450146,1,"No","02","No Driver Present/Unknown if Driver Present","No Driver Present/Unknown if Driver Present",60
"41226",450146,2,"No","01","Florida","No",60
"41227",450147,1,"No","01","North Carolina","No",60
"41228",450148,1,"No","02","Georgia","No",45
"41229",450149,1,"No","01","South Carolina","No",45
"41230",450149,2,"No","01","South Carolina","No",45
"41231",450150,1,"No","01","South Carolina","Yes, Too Fast for Conditions",55
"41232",450151,1,"No","05","South Carolina","No",45
"41233",450152,1,"No","04","South Carolina","No",50
"41234",450152,2,"No","02","South Carolina","No",50
"41235",450152,3,"No","01","South Carolina","No",50
"41236",450153,1,"No","01","South Carolina","Yes, Too Fast for Conditions",55
"41237",450154,1,"No","01","South Carolina","Yes, Exceeded Speed Limit",40
"41238",450155,1,"No","01","South Carolina","Yes, Too Fast for Conditions",40
"41239",450156,1,"No","01","South Carolina","No",40
"41240",450156,2,"No","01","South Carolina","No",40
"41241",450157,1,"Yes","01","Georgia","Yes, Too Fast for Conditions",40
"41242",450159,1,"No","04","Canada","Yes, Exceeded Speed Limit",70
"41243",450160,1,"No","01","Florida","No",45
"41244",450161,1,"No","03","South Carolina","Yes, Exceeded Speed Limit",55
"41245",450161,2,"No","01","South Carolina","No",55
"41246",450162,1,"No","01","South Carolina","Yes, Too Fast for Conditions",35
"41247",450163,1,"No","01","South Carolina","No",45
"41248",450164,1,"No","02","Florida","No",70
"41249",450165,1,"No","01","Florida","No",45
"41250",450166,1,"No","01","South Carolina","No",10
"41251",450167,1,"No","02","Pennsylvania","No",70
"41252",450167,2,"No","01","North Carolina","No",70
"41253",450168,1,"No","02","South Carolina","Yes, Too Fast for Conditions",40
"41254",450169,1,"No","01","South Carolina","No",45
"41255",450170,1,"No","01","South Carolina","No",60
"41256",450170,2,"No","02","South Carolina","Yes, Exceeded Speed Limit",60
"41257",450171,1,"Yes","Unknown","Unknown","No",40
"41258",450172,1,"No","04","South Carolina","No",60
"41259",450173,1,"No","01","South Carolina","No",35
"41260",450173,2,"No","01","South Carolina","No",35
"41261",450174,1,"No","01","South Carolina","No",55
"41262",450175,1,"No","02","South Carolina","Yes, Too Fast for Conditions",50
"41263",450176,1,"No","01","South Carolina","Yes, Exceeded Speed Limit",45
"41264",450177,1,"No","01","South Carolina","No",55
"41265",450178,1,"No","02","South Carolina","Yes, Exceeded Speed Limit",55
"41266",450179,1,"No","01","South Carolina","Yes, Exceeded Speed Limit",35
"41267",450180,1,"No","01","South Carolina","Yes, Too Fast for Conditions",35
"41268",450181,1,"No","01","South Carolina","No",55
